raw,reference,residual
0.16,0.09016231884057961,0.06983768115942039
0.21,0.09437294685990325,0.11562705314009675
0.07,0.09751155704199183,-0.02751155704199182
0.09,0.09870837471707036,-0.008708374717070366
0.1,0.09774364379581768,0.002256356204182325
0.06,0.09439760818891252,-0.03439760818891252
0.13,0.08845051180703353,0.04154948819296647
0.07,0.07968259856085941,-0.009682598560859401
0.05,0.06787411236106888,-0.01787411236106888
0.0,0.05280529711834058,-0.05280529711834058
0.0,0.0342563967433533,-0.0342563967433533
0.0,0.01200765514678566,-0.01200765514678566
0.0,-0.014160683760683685,0.014160683760683685
0.0,-0.04446837606837591,0.04446837606837591
